,node_id,8,3,1,6,2,4,5,10,7,9
64,n98,1.0,,1.0,,,,,,,
65,n99,,1.0,,,1.0,,,,,
66,n111,,,2.0,,2.0,,,2.0,2.0,
67,n108,,,2.0,,2.0,,,2.0,1.0,
68,n106,,,2.0,,1.0,,,2.0,,
69,n103,,,2.0,,,,,2.0,,
70,n107,,,,,1.0,,,,1.0,
71,n121,,,1.0,,2.0,,,,1.0,1.0
72,n118,,,1.0,,1.0,,,,1.0,
73,n115,,,1.0,,1.0,,,,,
74,n119,,,,,1.0,,,,,1.0
75,n135,4.0,,1.0,,2.0,,,1.0,,
76,n132,2.0,,,,1.0,,,,,
77,n129,2.0,,,,,,,,,
78,n127,2.0,,,,,,,,,
79,n133,2.0,,1.0,,1.0,,,1.0,,
80,n171,1.0,5.0,7.0,,23.0,,1.0,2.0,3.0,1.0
81,n168,1.0,4.0,7.0,,23.0,,1.0,2.0,3.0,1.0
82,n166,,2.0,,,2.0,,,1.0,,
83,n167,1.0,2.0,7.0,,21.0,,1.0,1.0,3.0,1.0
84,n164,1.0,,4.0,,4.0,,1.0,,3.0,
85,n154,,,1.0,,4.0,,1.0,,3.0,
86,n146,,,1.0,,,,,,2.0,
87,n141,,,1.0,,,,,,1.0,
88,n147,,,,,4.0,,1.0,,1.0,
89,n145,,,,,4.0,,,,1.0,
90,n155,1.0,,3.0,,,,,,,
91,n153,1.0,,2.0,,,,,,,
92,n151,1.0,,1.0,,,,,,,
93,n165,,2.0,3.0,,17.0,,,1.0,,1.0
94,n163,,2.0,3.0,,16.0,,,1.0,,1.0
95,n161,,,3.0,,,,,1.0,,1.0
96,n159,,,2.0,,,,,1.0,,1.0
97,n183,,1.0,,,15.0,,,2.0,5.0,
98,n180,,,,,15.0,,,2.0,5.0,
99,n178,,,,,15.0,,,2.0,4.0,
100,n177,,,,,15.0,,,1.0,4.0,
101,n189,,,1.0,,1.0,,,1.0,,
102,n187,,,1.0,,1.0,,,,,
103,n363,12.0,7.0,97.0,,34.0,,3.0,13.0,80.0,42.0
104,n361,12.0,7.0,96.0,,34.0,,3.0,13.0,80.0,42.0
105,n358,4.0,1.0,,,,,,,,
106,n199,4.0,,,,,,,,,
107,n197,3.0,,,,,,,,,
108,n195,3.0,,,,,,,,,
109,n192,2.0,,,,,,,,,
110,n359,8.0,6.0,96.0,,34.0,,3.0,13.0,80.0,42.0
111,n356,8.0,6.0,94.0,,34.0,,3.0,13.0,80.0,41.0
112,n350,8.0,6.0,94.0,,34.0,,3.0,13.0,79.0,41.0
113,n348,8.0,6.0,94.0,,34.0,,3.0,13.0,78.0,41.0
114,n346,6.0,6.0,92.0,,34.0,,3.0,12.0,76.0,39.0
115,n336,1.0,3.0,83.0,,27.0,,3.0,12.0,66.0,37.0
116,n305,1.0,3.0,83.0,,27.0,,3.0,12.0,65.0,37.0
117,n302,,,6.0,,1.0,,,1.0,4.0,
118,n207,,,6.0,,1.0,,,,4.0,
119,n205,,,5.0,,1.0,,,,4.0,
120,n203,,,1.0,,,,,,1.0,
121,n303,1.0,3.0,77.0,,26.0,,3.0,11.0,61.0,37.0
122,n300,1.0,1.0,77.0,,22.0,,3.0,11.0,43.0,37.0
123,n297,1.0,1.0,77.0,,22.0,,3.0,10.0,43.0,37.0
124,n294,,,,,,,,,1.0,1.0
125,n295,1.0,1.0,77.0,,22.0,,3.0,10.0,42.0,36.0
126,n293,1.0,1.0,77.0,,22.0,,2.0,10.0,39.0,36.0
127,n290,1.0,1.0,2.0,,,,,1.0,12.0,2.0
128,n213,1.0,1.0,2.0,,,,,1.0,10.0,1.0
129,n291,,,75.0,,22.0,,2.0,9.0,27.0,34.0
130,n289,,,75.0,,22.0,,2.0,9.0,25.0,34.0
131,n287,,,72.0,,22.0,,2.0,9.0,24.0,34.0
132,n284,,,72.0,,22.0,,2.0,9.0,23.0,34.0
133,n282,,,70.0,,1.0,,,7.0,20.0,34.0
134,n266,,,8.0,,,,,,3.0,6.0
135,n219,,,8.0,,,,,,,6.0
136,n217,,,6.0,,,,,,,6.0
137,n267,,,62.0,,1.0,,,7.0,17.0,28.0
138,n264,,,59.0,,1.0,,,7.0,17.0,28.0
139,n262,,,56.0,,1.0,,,,14.0,5.0
140,n258,,,55.0,,,,,,13.0,5.0
141,n256,,,52.0,,,,,,11.0,5.0
142,n250,,,52.0,,,,,,10.0,5.0
143,n248,,,51.0,,,,,,9.0,5.0
144,n247,,,47.0,,,,,,8.0,5.0
145,n245,,,45.0,,,,,,8.0,5.0
146,n242,,,44.0,,,,,,,4.0
147,n236,,,42.0,,,,,,,4.0
148,n232,,,30.0,,,,,,,4.0
149,n226,,,17.0,,,,,,,1.0
150,n222,,,14.0,,,,,,,1.0
151,n227,,,13.0,,,,,,,3.0
152,n233,,,12.0,,,,,,,
153,n231,,,11.0,,,,,,,
154,n237,,,2.0,,,,,,,
155,n243,,,1.0,,,,,,8.0,1.0
156,n241,,,1.0,,,,,,8.0,1.0
157,n257,,,3.0,,,,,,2.0,
158,n254,,,1.0,,,,,,2.0,
159,n263,,,3.0,,,,,7.0,3.0,23.0
160,n283,,,2.0,,21.0,,2.0,2.0,3.0,
161,n281,,,,,21.0,,2.0,2.0,3.0,
162,n279,,,,,21.0,,2.0,2.0,2.0,
163,n277,,,,,19.0,,2.0,2.0,2.0,
164,n275,,,,,14.0,,1.0,,2.0,
165,n272,,,,,13.0,,,,,
166,n273,,,,,1.0,,1.0,,2.0,
167,n301,,2.0,,,4.0,,,,18.0,
168,n337,5.0,3.0,9.0,,7.0,,,,10.0,2.0
169,n334,5.0,3.0,8.0,,6.0,,,,10.0,2.0
170,n330,3.0,1.0,7.0,,1.0,,,,6.0,2.0
171,n310,3.0,1.0,7.0,,1.0,,,,4.0,2.0
172,n309,,1.0,4.0,,1.0,,,,4.0,2.0
173,n331,2.0,2.0,1.0,,5.0,,,,4.0,
174,n328,2.0,,,,,,,,,
175,n329,,2.0,1.0,,5.0,,,,4.0,
176,n326,,1.0,,,4.0,,,,2.0,
177,n318,,1.0,,,,,,,1.0,
178,n319,,,,,4.0,,,,1.0,
179,n327,,1.0,1.0,,1.0,,,,2.0,
180,n324,,1.0,1.0,,,,,,2.0,
181,n323,,1.0,,,,,,,1.0,
182,n335,,,1.0,,1.0,,,,,
183,n347,2.0,,2.0,,,,,1.0,2.0,2.0
184,n344,2.0,,1.0,,,,,1.0,1.0,2.0
185,n341,2.0,,1.0,,,,,1.0,,2.0
186,n345,,,1.0,,,,,,1.0,
187,n357,,,2.0,,,,,,,1.0
188,n355,,,1.0,,,,,,,1.0
189,n387,4.0,2.0,2.0,1.0,2.0,,,1.0,2.0,1.0
190,n384,3.0,,,1.0,1.0,,,1.0,,1.0
191,n374,2.0,,,,,,,,,
192,n367,1.0,,,,,,,,,
193,n375,1.0,,,1.0,1.0,,,1.0,,1.0
194,n373,1.0,,,,1.0,,,1.0,,1.0
195,n371,1.0,,,,,,,1.0,,1.0
196,n385,1.0,2.0,2.0,,1.0,,,,2.0,
197,n382,,1.0,1.0,,,,,,2.0,
198,n383,1.0,1.0,1.0,,1.0,,,,,
199,n381,1.0,1.0,1.0,,,,,,,
200,n469,10.0,2.0,27.0,,34.0,,,1.0,2.0,1.0
201,n467,10.0,2.0,27.0,,33.0,,,1.0,2.0,1.0
202,n464,7.0,2.0,11.0,,30.0,,,1.0,,
203,n444,4.0,1.0,10.0,,25.0,,,1.0,,
204,n436,4.0,1.0,10.0,,23.0,,,,,
205,n430,3.0,,7.0,,10.0,,,,,
206,n405,3.0,,4.0,,10.0,,,,,
207,n402,2.0,,1.0,,2.0,,,,,
208,n391,2.0,,,,2.0,,,,,
209,n403,1.0,,3.0,,8.0,,,,,
210,n401,1.0,,2.0,,6.0,,,,,
211,n399,,,2.0,,6.0,,,,,
212,n397,,,1.0,,5.0,,,,,
213,n394,,,1.0,,4.0,,,,,
214,n431,1.0,1.0,3.0,,13.0,,,,,
215,n428,1.0,,3.0,,12.0,,,,,
216,n424,,,2.0,,2.0,,,,,
217,n425,1.0,,1.0,,10.0,,,,,
218,n422,1.0,,,,10.0,,,,,
219,n420,,,,,5.0,,,,,
220,n414,,,,,3.0,,,,,
221,n411,,,,,2.0,,,,,
222,n415,,,,,2.0,,,,,
223,n421,1.0,,,,5.0,,,,,
224,n419,1.0,,,,2.0,,,,,
225,n429,,1.0,,,1.0,,,,,
226,n437,,,,,2.0,,,1.0,,
227,n435,,,,,1.0,,,1.0,,
228,n445,3.0,1.0,1.0,,5.0,,,,,
229,n442,3.0,,1.0,,,,,,,
230,n443,,1.0,,,5.0,,,,,
231,n465,3.0,,16.0,,3.0,,,,2.0,1.0
232,n463,3.0,,16.0,,2.0,,,,2.0,1.0
233,n461,3.0,,16.0,,2.0,,,,,1.0
234,n458,1.0,,1.0,,,,,,,
235,n459,2.0,,15.0,,2.0,,,,,1.0
236,n457,2.0,,12.0,,2.0,,,,,1.0
237,n455,,,12.0,,2.0,,,,,1.0
238,n453,,,10.0,,2.0,,,,,1.0
239,n451,,,7.0,,2.0,,,,,1.0
240,n527,7.0,16.0,14.0,2.0,12.0,5.0,,,1.0,
241,n525,7.0,16.0,13.0,2.0,12.0,5.0,,,1.0,
242,n522,,,1.0,,1.0,,,,,
243,n523,7.0,16.0,12.0,2.0,11.0,5.0,,,1.0,
244,n520,1.0,,10.0,,3.0,,,,,
245,n475,,,4.0,,1.0,,,,,
246,n521,6.0,16.0,2.0,2.0,8.0,5.0,,,1.0,
247,n518,1.0,8.0,1.0,1.0,4.0,5.0,,,,
248,n488,,6.0,1.0,,3.0,2.0,,,,
249,n481,,6.0,,,3.0,2.0,,,,
250,n479,,6.0,,,3.0,1.0,,,,
251,n489,1.0,2.0,,1.0,1.0,3.0,,,,
252,n487,1.0,1.0,,1.0,1.0,3.0,,,,
253,n485,1.0,1.0,,1.0,,3.0,,,,
254,n519,5.0,8.0,1.0,1.0,4.0,,,,1.0,
255,n516,4.0,7.0,1.0,1.0,4.0,,,,1.0,
256,n513,4.0,6.0,1.0,1.0,4.0,,,,1.0,
257,n510,2.0,4.0,1.0,1.0,3.0,,,,,
258,n498,1.0,3.0,1.0,,2.0,,,,,
259,n493,1.0,3.0,,,2.0,,,,,
260,n499,1.0,1.0,,1.0,1.0,,,,,
261,n497,1.0,1.0,,1.0,,,,,,
262,n511,2.0,2.0,,,1.0,,,,1.0,
263,n509,2.0,1.0,,,1.0,,,,1.0,
264,n506,1.0,,,,1.0,,,,1.0,
265,n503,1.0,,,,1.0,,,,,
266,n507,1.0,1.0,,,,,,,,
267,n517,1.0,1.0,,,,,,,,
268,n549,2.0,9.0,3.0,14.0,13.0,1.0,,1.0,2.0,
269,n546,,9.0,,14.0,6.0,1.0,,,,
270,n541,,9.0,,13.0,6.0,1.0,,,,
271,n538,,1.0,,1.0,,,,,,
272,n539,,8.0,,12.0,6.0,1.0,,,,
273,n537,,8.0,,11.0,6.0,1.0,,,,
274,n534,,4.0,,11.0,6.0,,,,,
275,n535,,4.0,,,,1.0,,,,
276,n547,2.0,,3.0,,7.0,,,1.0,2.0,
277,n545,2.0,,3.0,,6.0,,,1.0,2.0,
278,n1213,41.0,197.0,234.0,107.0,215.0,229.0,153.0,30.0,4.0,26.0
279,n1210,,2.0,,1.0,,1.0,,,2.0,
280,n559,,2.0,,1.0,,1.0,,,1.0,
281,n556,,1.0,,1.0,,,,,,
282,n557,,1.0,,,,1.0,,,1.0,
283,n555,,,,,,1.0,,,1.0,
284,n1211,41.0,195.0,234.0,106.0,215.0,228.0,153.0,30.0,2.0,26.0
285,n1208,,18.0,2.0,5.0,23.0,,1.0,,,
286,n634,,10.0,,4.0,,,,,,
287,n579,,9.0,,4.0,,,,,,
288,n577,,9.0,,4.0,,,,,,
289,n574,,2.0,,1.0,,,,,,
290,n575,,7.0,,3.0,,,,,,
291,n573,,6.0,,3.0,,,,,,
292,n571,,5.0,,3.0,,,,,,
293,n568,,4.0,,2.0,,,,,,
294,n565,,3.0,,2.0,,,,,,
295,n569,,1.0,,1.0,,,,,,
296,n635,,8.0,2.0,1.0,23.0,,1.0,,,
297,n632,,6.0,1.0,1.0,20.0,,1.0,,,
298,n618,,4.0,1.0,1.0,5.0,,,,,
299,n588,,1.0,1.0,,,,,,,
300,n589,,3.0,,1.0,5.0,,,,,
301,n587,,1.0,,1.0,5.0,,,,,
302,n585,,1.0,,,5.0,,,,,
303,n619,,2.0,,,15.0,,1.0,,,
304,n617,,2.0,,,15.0,,1.0,,,
305,n614,,2.0,,,10.0,,1.0,,,
306,n608,,1.0,,,3.0,,,,,
307,n595,,,,,3.0,,,,,
308,n593,,,,,2.0,,,,,
309,n609,,1.0,,,7.0,,1.0,,,
310,n607,,1.0,,,5.0,,1.0,,,
311,n604,,,,,2.0,,,,,
312,n605,,1.0,,,3.0,,1.0,,,
313,n603,,,,,3.0,,1.0,,,
314,n601,,,,,3.0,,,,,
315,n615,,,,,5.0,,,,,
316,n613,,,,,4.0,,,,,
317,n633,,2.0,1.0,,3.0,,,,,
318,n630,,1.0,1.0,,1.0,,,,,
319,n623,,,1.0,,1.0,,,,,
320,n631,,1.0,,,2.0,,,,,
321,n628,,,,,1.0,,,,,
322,n629,,1.0,,,1.0,,,,,
323,n1209,41.0,177.0,232.0,101.0,192.0,228.0,152.0,30.0,2.0,26.0
324,n1206,30.0,173.0,226.0,101.0,192.0,228.0,152.0,30.0,2.0,26.0
325,n1188,3.0,1.0,13.0,2.0,13.0,1.0,11.0,,1.0,1.0
326,n649,3.0,1.0,13.0,1.0,13.0,1.0,11.0,,1.0,1.0
327,n646,,1.0,,1.0,7.0,1.0,11.0,,1.0,1.0
328,n645,,1.0,,,7.0,1.0,11.0,,1.0,1.0
329,n642,,1.0,,,5.0,1.0,10.0,,,1.0
330,n640,,1.0,,,3.0,1.0,10.0,,,1.0
331,n641,,,,,2.0,,,,,
332,n1189,27.0,172.0,213.0,99.0,179.0,227.0,141.0,30.0,1.0,25.0
333,n1186,12.0,125.0,32.0,82.0,115.0,47.0,130.0,29.0,1.0,24.0
334,n920,10.0,97.0,32.0,78.0,110.0,47.0,130.0,29.0,1.0,24.0
335,n880,1.0,26.0,1.0,4.0,5.0,,,,,
336,n680,1.0,,1.0,,,,,,,
337,n681,,26.0,,4.0,5.0,,,,,
338,n678,,22.0,,3.0,,,,,,
339,n666,,9.0,,1.0,,,,,,
340,n656,,1.0,,,,,,,,
341,n657,,8.0,,1.0,,,,,,
342,n667,,13.0,,2.0,,,,,,
343,n664,,3.0,,1.0,,,,,,
344,n661,,2.0,,1.0,,,,,,
345,n665,,10.0,,1.0,,,,,,
346,n679,,4.0,,1.0,5.0,,,,,
347,n676,,2.0,,1.0,5.0,,,,,
348,n673,,2.0,,,,,,,,
349,n671,,1.0,,,,,,,,
350,n677,,2.0,,,,,,,,
351,n881,9.0,71.0,31.0,74.0,105.0,47.0,130.0,29.0,1.0,24.0
352,n878,1.0,41.0,,25.0,43.0,39.0,22.0,3.0,1.0,
353,n764,,30.0,,20.0,34.0,38.0,16.0,,,
354,n726,,6.0,,,,,,,,
355,n685,,4.0,,,,,,,,
356,n727,,24.0,,20.0,34.0,38.0,16.0,,,
357,n724,,3.0,,,,,,,,
358,n689,,2.0,,,,,,,,
359,n725,,21.0,,20.0,34.0,38.0,16.0,,,
360,n722,,14.0,,20.0,15.0,5.0,16.0,,,
361,n715,,14.0,,20.0,14.0,5.0,16.0,,,
362,n713,,14.0,,20.0,14.0,5.0,6.0,,,
363,n710,,,,7.0,4.0,,6.0,,,
364,n698,,,,1.0,4.0,,,,,
365,n694,,,,1.0,3.0,,,,,
366,n693,,,,,3.0,,,,,
367,n699,,,,6.0,,,6.0,,,
368,n711,,14.0,,13.0,10.0,5.0,,,,
369,n709,,9.0,,7.0,1.0,,,,,
370,n707,,9.0,,5.0,1.0,,,,,
371,n705,,9.0,,5.0,,,,,,
372,n703,,8.0,,3.0,,,,,,
373,n723,,7.0,,,19.0,33.0,,,,
374,n721,,7.0,,,17.0,27.0,,,,
375,n719,,7.0,,,16.0,27.0,,,,
376,n765,1.0,11.0,,5.0,9.0,1.0,6.0,3.0,1.0,
377,n762,,2.0,,1.0,3.0,,,,,
378,n731,,1.0,,,1.0,,,,,
379,n763,1.0,9.0,,4.0,6.0,1.0,6.0,3.0,1.0,
380,n761,1.0,9.0,,4.0,5.0,1.0,6.0,3.0,1.0,
381,n758,,8.0,,1.0,2.0,,6.0,3.0,1.0,
382,n748,,1.0,,1.0,,,,,,
383,n749,,7.0,,,2.0,,6.0,3.0,1.0,
384,n747,,6.0,,,2.0,,6.0,3.0,1.0,
385,n744,,1.0,,,2.0,,2.0,,,
386,n737,,1.0,,,1.0,,,,,
387,n745,,5.0,,,,,4.0,3.0,1.0,
388,n742,,3.0,,,,,4.0,3.0,,
389,n743,,2.0,,,,,,,1.0,
390,n759,1.0,1.0,,3.0,3.0,1.0,,,,
391,n756,1.0,,,1.0,,,,,,
392,n757,,1.0,,2.0,3.0,1.0,,,,
393,n755,,,,2.0,3.0,1.0,,,,
394,n879,8.0,30.0,31.0,49.0,62.0,8.0,108.0,26.0,,24.0
395,n876,7.0,15.0,30.0,47.0,46.0,8.0,108.0,24.0,,24.0
396,n844,3.0,3.0,2.0,33.0,25.0,6.0,6.0,2.0,,1.0
397,n808,,,,3.0,7.0,4.0,4.0,,,
398,n780,,,,1.0,6.0,4.0,4.0,,,
399,n776,,,,1.0,2.0,3.0,2.0,,,
400,n770,,,,1.0,1.0,3.0,2.0,,,
401,n769,,,,,,2.0,2.0,,,
402,n777,,,,,4.0,1.0,2.0,,,
403,n775,,,,,2.0,1.0,1.0,,,
404,n781,,,,2.0,1.0,,,,,
405,n809,3.0,3.0,2.0,30.0,18.0,2.0,2.0,2.0,,1.0
406,n806,1.0,,,1.0,5.0,,,,,
407,n807,2.0,3.0,2.0,29.0,13.0,2.0,2.0,2.0,,1.0
408,n804,1.0,,2.0,2.0,,,1.0,1.0,,1.0
409,n793,1.0,,2.0,1.0,,,1.0,1.0,,1.0
410,n790,,,,1.0,,,1.0,,,1.0
411,n791,1.0,,2.0,,,,,1.0,,
412,n789,1.0,,1.0,,,,,1.0,,
413,n805,1.0,3.0,,27.0,13.0,2.0,1.0,1.0,,
414,n802,1.0,,,4.0,1.0,,,1.0,,
415,n800,1.0,,,,,,,1.0,,
416,n801,,,,4.0,1.0,,,,,
417,n799,,,,1.0,1.0,,,,,
418,n845,4.0,12.0,28.0,14.0,21.0,2.0,102.0,22.0,,23.0
419,n842,,11.0,,6.0,7.0,,8.0,,,
420,n843,4.0,1.0,28.0,8.0,14.0,2.0,94.0,22.0,,23.0
421,n840,1.0,,,,1.0,,1.0,,,
422,n841,3.0,1.0,28.0,8.0,13.0,2.0,93.0,22.0,,23.0
423,n838,,,,,,,1.0,,,1.0
424,n839,3.0,1.0,28.0,8.0,13.0,2.0,92.0,22.0,,22.0
425,n836,,,6.0,,,,2.0,,,
426,n820,,,1.0,,,,1.0,,,
427,n821,,,5.0,,,,1.0,,,
428,n837,3.0,1.0,22.0,8.0,13.0,2.0,90.0,22.0,,22.0
429,n834,2.0,,7.0,1.0,10.0,2.0,57.0,21.0,,3.0
430,n830,1.0,,6.0,,4.0,,53.0,20.0,,3.0
431,n831,1.0,,1.0,1.0,6.0,2.0,4.0,1.0,,
432,n829,1.0,,1.0,1.0,6.0,2.0,3.0,1.0,,
433,n827,,,,1.0,5.0,2.0,2.0,,,
434,n835,1.0,1.0,15.0,7.0,3.0,,33.0,1.0,,19.0
435,n877,1.0,15.0,1.0,2.0,16.0,,,2.0,,
436,n874,1.0,11.0,1.0,1.0,16.0,,,2.0,,
437,n870,1.0,,1.0,1.0,10.0,,,,,
438,n853,1.0,,1.0,1.0,6.0,,,,,
439,n850,1.0,,1.0,1.0,,,,,,
440,n851,,,,,6.0,,,,,
441,n871,,11.0,,,6.0,,,2.0,,
442,n868,,,,,5.0,,,1.0,,
443,n859,,,,,4.0,,,1.0,,
444,n857,,,,,3.0,,,1.0,,
445,n869,,11.0,,,1.0,,,1.0,,
446,n867,,11.0,,,1.0,,,,,
447,n865,,7.0,,,1.0,,,,,
448,n863,,6.0,,,1.0,,,,,
449,n875,,4.0,,1.0,,,,,,
450,n921,2.0,28.0,,4.0,5.0,,,,,
451,n918,2.0,26.0,,2.0,4.0,,,,,
452,n908,,24.0,,2.0,1.0,,,,,
453,n894,,21.0,,1.0,1.0,,,,,
454,n886,,14.0,,,1.0,,,,,
455,n887,,7.0,,1.0,,,,,,
456,n895,,3.0,,1.0,,,,,,
457,n892,,2.0,,,,,,,,
458,n893,,1.0,,1.0,,,,,,
459,n909,2.0,2.0,,,3.0,,,,,
460,n906,,2.0,,,,,,,,
461,n907,2.0,,,,3.0,,,,,
462,n904,1.0,,,,1.0,,,,,
463,n905,1.0,,,,2.0,,,,,
464,n903,1.0,,,,1.0,,,,,
465,n919,,2.0,,2.0,1.0,,,,,
466,n917,,1.0,,2.0,1.0,,,,,
467,n914,,,,1.0,1.0,,,,,
468,n915,,1.0,,1.0,,,,,,
469,n1187,15.0,47.0,181.0,17.0,64.0,180.0,11.0,1.0,,1.0
470,n1184,13.0,4.0,180.0,16.0,52.0,179.0,10.0,1.0,,1.0
471,n1098,13.0,2.0,180.0,16.0,50.0,179.0,10.0,1.0,,1.0
472,n1097,13.0,2.0,180.0,16.0,50.0,178.0,10.0,1.0,,1.0
473,n1094,,,1.0,,5.0,,2.0,1.0,,1.0
474,n930,,,,,5.0,,1.0,1.0,,
475,n927,,,,,3.0,,1.0,1.0,,
476,n925,,,,,3.0,,1.0,,,
477,n931,,,1.0,,,,1.0,,,1.0
478,n1095,13.0,2.0,179.0,16.0,45.0,178.0,8.0,,,
479,n1092,,,1.0,,,1.0,,,,
480,n1093,13.0,2.0,178.0,16.0,45.0,177.0,8.0,,,
481,n1090,13.0,2.0,178.0,15.0,45.0,177.0,8.0,,,
482,n1089,13.0,2.0,177.0,15.0,45.0,177.0,8.0,,,
483,n1086,13.0,2.0,165.0,15.0,33.0,177.0,8.0,,,
484,n1078,13.0,2.0,163.0,15.0,33.0,177.0,8.0,,,
485,n1074,1.0,1.0,13.0,7.0,6.0,10.0,,,,
486,n964,,1.0,7.0,7.0,5.0,7.0,,,,
487,n953,,1.0,7.0,7.0,5.0,6.0,,,,
488,n950,,1.0,7.0,7.0,5.0,5.0,,,,
489,n948,,1.0,7.0,7.0,5.0,4.0,,,,
490,n946,,1.0,7.0,7.0,5.0,1.0,,,,
491,n943,,1.0,7.0,7.0,5.0,,,,,
492,n940,,1.0,5.0,7.0,4.0,,,,,
493,n939,,1.0,5.0,3.0,4.0,,,,,
494,n937,,,5.0,2.0,2.0,,,,,
495,n947,,,,,,3.0,,,,
496,n965,1.0,,6.0,,1.0,3.0,,,,
497,n962,1.0,,6.0,,,3.0,,,,
498,n961,1.0,,6.0,,,2.0,,,,
499,n958,,,2.0,,,,,,,
500,n959,1.0,,4.0,,,2.0,,,,
501,n1075,12.0,1.0,150.0,8.0,27.0,167.0,8.0,,,
502,n1072,,,4.0,1.0,2.0,19.0,,,,
503,n971,,,3.0,1.0,2.0,16.0,,,,
504,n969,,,2.0,1.0,2.0,16.0,,,,
505,n1073,12.0,1.0,146.0,7.0,25.0,148.0,8.0,,,
506,n1070,1.0,,2.0,,1.0,2.0,,,,
507,n976,1.0,,1.0,,1.0,,,,,
508,n977,,,1.0,,,2.0,,,,
509,n1071,11.0,1.0,144.0,7.0,24.0,146.0,8.0,,,
510,n1068,10.0,1.0,131.0,6.0,24.0,129.0,8.0,,,
511,n1042,9.0,1.0,72.0,6.0,20.0,57.0,8.0,,,
512,n1036,5.0,,49.0,6.0,12.0,41.0,8.0,,,
513,n990,5.0,,42.0,3.0,9.0,,,,,
514,n991,,,7.0,3.0,3.0,41.0,8.0,,,
515,n988,,,7.0,3.0,3.0,39.0,8.0,,,
516,n987,,,,3.0,3.0,31.0,8.0,,,
517,n984,,,,3.0,3.0,2.0,8.0,,,
518,n983,,,,1.0,3.0,,8.0,,,
519,n1037,4.0,1.0,23.0,,8.0,16.0,,,,
